speaker,category,file_name,wav_path,transcript
jvs031,falset10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs031\falset10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs032,parallel100,VOICEACTRESS100_075,..\dataset\jvs_ver1\jvs_ver1\jvs032\parallel100\wav24kHz16bit\VOICEACTRESS100_075.wav,楽曲のセンターポジションは、エーケービーフォーティーエイトの、高橋みなみが務めた。
jvs032,nonpara30,BASIC5000_1344,..\dataset\jvs_ver1\jvs_ver1\jvs032\nonpara30\wav24kHz16bit\BASIC5000_1344.wav,聞けば聞くほど、ますます面白くなる。
jvs032,whisper10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs032\whisper10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs032,falset10,BASIC5000_1088,..\dataset\jvs_ver1\jvs_ver1\jvs032\falset10\wav24kHz16bit\BASIC5000_1088.wav,リズムは軽快でテンポは速く、その曲は、若者に好まれている。
jvs033,parallel100,VOICEACTRESS100_018,..\dataset\jvs_ver1\jvs_ver1\jvs033\parallel100\wav24kHz16bit\VOICEACTRESS100_018.wav,他のメジャーなディストリビューションに比べ、セキュリティー上の問題の修正が、遅い場合もある。
jvs033,nonpara30,BASIC5000_2753,..\dataset\jvs_ver1\jvs_ver1\jvs033\nonpara30\wav24kHz16bit\BASIC5000_2753.wav,測定には、寸分の狂いもない精度が要求される。
jvs033,whisper10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs033\whisper10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs033,falset10,BASIC5000_0786,..\dataset\jvs_ver1\jvs_ver1\jvs033\falset10\wav24kHz16bit\BASIC5000_0786.wav,言えというなら言いますが、漫画を読むのはまったく時間の無駄である。
jvs034,parallel100,VOICEACTRESS100_097,..\dataset\jvs_ver1\jvs_ver1\jvs034\parallel100\wav24kHz16bit\VOICEACTRESS100_097.wav,この概念の導入によって、様々なバリエーションの、流体のコンピューターシミュレーションが、高い精度で可能となった。
jvs034,nonpara30,BASIC5000_0258,..\dataset\jvs_ver1\jvs_ver1\jvs034\nonpara30\wav24kHz16bit\BASIC5000_0258.wav,平日は、比較的混んでいないようです。
jvs034,whisper10,BASIC5000_1874,..\dataset\jvs_ver1\jvs_ver1\jvs034\whisper10\wav24kHz16bit\BASIC5000_1874.wav,馬の背にまたがり、野山を走り回った。
jvs034,falset10,BASIC5000_2694,..\dataset\jvs_ver1\jvs_ver1\jvs034\falset10\wav24kHz16bit\BASIC5000_2694.wav,息が苦しくて、満足にその言葉を言えなかった。
jvs035,parallel100,VOICEACTRESS100_081,..\dataset\jvs_ver1\jvs_ver1\jvs035\parallel100\wav24kHz16bit\VOICEACTRESS100_081.wav,モーイーデーン岩壁地域の上部は、プラーサートプラウィハーン寺院遺跡へ繋がる、タイ側参道に続いている。
jvs035,nonpara30,BASIC5000_0957,..\dataset\jvs_ver1\jvs_ver1\jvs035\nonpara30\wav24kHz16bit\BASIC5000_0957.wav,つり銭のいらないように、お願いします。
jvs035,whisper10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs035\whisper10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs035,falset10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs035\falset10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs036,parallel100,VOICEACTRESS100_009,..\dataset\jvs_ver1\jvs_ver1\jvs036\parallel100\wav24kHz16bit\VOICEACTRESS100_009.wav,また禰寝氏は、中山王の治める、琉球王国との交易にも参加した。
jvs036,nonpara30,BASIC5000_2482,..\dataset\jvs_ver1\jvs_ver1\jvs036\nonpara30\wav24kHz16bit\BASIC5000_2482.wav,今では人生に対する考え方が変わった。
jvs036,whisper10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs036\whisper10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs036,falset10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs036\falset10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs037,parallel100,VOICEACTRESS100_060,..\dataset\jvs_ver1\jvs_ver1\jvs037\parallel100\wav24kHz16bit\VOICEACTRESS100_060.wav,母は、ピーターマリッツバーグの精神病院に入院しているときに、ベッシーを産む。
jvs037,nonpara30,LOANWORD128_080,..\dataset\jvs_ver1\jvs_ver1\jvs037\nonpara30\wav24kHz16bit\LOANWORD128_080.wav,ヂェチヌフは、ポーランドにある町。
jvs037,whisper10,UT-PARAPHRASE-sent063-phrase1,..\dataset\jvs_ver1\jvs_ver1\jvs037\whisper10\wav24kHz16bit\UT-PARAPHRASE-sent063-phrase1.wav,よもやの連敗で後がなくなった中国は、しっかり日本を研究していた。
jvs037,falset10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs037\falset10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs038,parallel100,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs038\parallel100\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs038,nonpara30,LOANWORD128_122,..\dataset\jvs_ver1\jvs_ver1\jvs038\nonpara30\wav24kHz16bit\LOANWORD128_122.wav,ポンペイ島の東側に付随しているチェムェン島。
jvs038,whisper10,BASIC5000_2845,..\dataset\jvs_ver1\jvs_ver1\jvs038\whisper10\wav24kHz16bit\BASIC5000_2845.wav,夕食に、いいところを知っているんですよ。
jvs038,falset10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs038\falset10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs039,parallel100,VOICEACTRESS100_097,..\dataset\jvs_ver1\jvs_ver1\jvs039\parallel100\wav24kHz16bit\VOICEACTRESS100_097.wav,この概念の導入によって、様々なバリエーションの、流体のコンピューターシミュレーションが、高い精度で可能となった。
jvs039,nonpara30,BASIC5000_1783,..\dataset\jvs_ver1\jvs_ver1\jvs039\nonpara30\wav24kHz16bit\BASIC5000_1783.wav,数そうのヨットが、はるか沖合を並んで航行していた。
jvs039,whisper10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs039\whisper10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs039,falset10,BASIC5000_1471,..\dataset\jvs_ver1\jvs_ver1\jvs039\falset10\wav24kHz16bit\BASIC5000_1471.wav,ヒマラヤの山は、アンデスの山よりも高い。
jvs040,parallel100,VOICEACTRESS100_038,..\dataset\jvs_ver1\jvs_ver1\jvs040\parallel100\wav24kHz16bit\VOICEACTRESS100_038.wav,同時に、福井ミラクルエレファンツに、コーチ兼任で、入団することが発表された。
jvs040,nonpara30,BASIC5000_2548,..\dataset\jvs_ver1\jvs_ver1\jvs040\nonpara30\wav24kHz16bit\BASIC5000_2548.wav,一か八かやってみることで、一財産できるだろう。
jvs040,whisper10,TRAVEL1000_0437,..\dataset\jvs_ver1\jvs_ver1\jvs040\whisper10\wav24kHz16bit\TRAVEL1000_0437.wav,国立美術館へは、どの出口を出ればよいでしょうか。
jvs040,falset10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs040\falset10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs041,parallel100,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs041\parallel100\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs041,nonpara30,TRAVEL1000_0010,..\dataset\jvs_ver1\jvs_ver1\jvs041\nonpara30\wav24kHz16bit\TRAVEL1000_0010.wav,こちら、101号室ですが、洗濯サービスをお願いします。
jvs041,whisper10,TRAVEL1000_0499,..\dataset\jvs_ver1\jvs_ver1\jvs041\whisper10\wav24kHz16bit\TRAVEL1000_0499.wav,私たちの写真を、撮っていただけますか。
jvs041,falset10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs041\falset10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs042,parallel100,VOICEACTRESS100_098,..\dataset\jvs_ver1\jvs_ver1\jvs042\parallel100\wav24kHz16bit\VOICEACTRESS100_098.wav,乾ドックに入渠して、オーバーホールすべきかどうか、パフォーマンスがチェックされた。
jvs042,nonpara30,BASIC5000_1072,..\dataset\jvs_ver1\jvs_ver1\jvs042\nonpara30\wav24kHz16bit\BASIC5000_1072.wav,変化のない毎日の生活に飽きていた。
jvs042,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs042\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs042,falset10,BASIC5000_2524,..\dataset\jvs_ver1\jvs_ver1\jvs042\falset10\wav24kHz16bit\BASIC5000_2524.wav,貧相な身なりをしているからといって、人を軽べつしてはいけない。
jvs043,parallel100,VOICEACTRESS100_081,..\dataset\jvs_ver1\jvs_ver1\jvs043\parallel100\wav24kHz16bit\VOICEACTRESS100_081.wav,モーイーデーン岩壁地域の上部は、プラーサートプラウィハーン寺院遺跡へ繋がる、タイ側参道に続いている。
jvs043,nonpara30,BASIC5000_2080,..\dataset\jvs_ver1\jvs_ver1\jvs043\nonpara30\wav24kHz16bit\BASIC5000_2080.wav,持ち合わせが足りなければ、ここは私が払いますよ。
jvs043,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs043\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs043,falset10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs043\falset10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs044,parallel100,VOICEACTRESS100_026,..\dataset\jvs_ver1\jvs_ver1\jvs044\parallel100\wav24kHz16bit\VOICEACTRESS100_026.wav,現在、ニュージャージー州、ムーアズタウンに住んでいる。
jvs044,nonpara30,BASIC5000_0364,..\dataset\jvs_ver1\jvs_ver1\jvs044\nonpara30\wav24kHz16bit\BASIC5000_0364.wav,瞬くうちに、テニスボール大の団子が消え去った。
jvs044,whisper10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs044\whisper10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs044,falset10,BASIC5000_2176,..\dataset\jvs_ver1\jvs_ver1\jvs044\falset10\wav24kHz16bit\BASIC5000_2176.wav,爆薬製造犯は、しばしば世間の注目を集めたいという動機を持っている。
jvs045,parallel100,VOICEACTRESS100_070,..\dataset\jvs_ver1\jvs_ver1\jvs045\parallel100\wav24kHz16bit\VOICEACTRESS100_070.wav,ボーハンは、イーストマンら、ギャングのスピークイージーの上がりから、賄賂を取っていたとも噂された。
jvs045,nonpara30,TRAVEL1000_0442,..\dataset\jvs_ver1\jvs_ver1\jvs045\nonpara30\wav24kHz16bit\TRAVEL1000_0442.wav,10分ほと前に、クレジットカードを忘れたのですが。
jvs045,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs045\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs045,falset10,BASIC5000_2067,..\dataset\jvs_ver1\jvs_ver1\jvs045\falset10\wav24kHz16bit\BASIC5000_2067.wav,夢に欠けている主な事は、首尾一貫性である。
jvs046,parallel100,VOICEACTRESS100_077,..\dataset\jvs_ver1\jvs_ver1\jvs046\parallel100\wav24kHz16bit\VOICEACTRESS100_077.wav,大西洋上の、巡航高度から、動力なしで、地上へ滑空飛行し、緊急着陸に成功した。
jvs046,nonpara30,BASIC5000_1465,..\dataset\jvs_ver1\jvs_ver1\jvs046\nonpara30\wav24kHz16bit\BASIC5000_1465.wav,薬が乱用されると、人々の健康を害する可能性がある。
jvs046,whisper10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs046\whisper10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs046,falset10,BASIC5000_2154,..\dataset\jvs_ver1\jvs_ver1\jvs046\falset10\wav24kHz16bit\BASIC5000_2154.wav,嵐のため、彼女は、定時に到着できなかった。
jvs047,parallel100,VOICEACTRESS100_015,..\dataset\jvs_ver1\jvs_ver1\jvs047\parallel100\wav24kHz16bit\VOICEACTRESS100_015.wav,一方で、漁業と商業で、リャネス港は繁栄していた。
jvs047,nonpara30,UT-PARAPHRASE-sent266-phrase1,..\dataset\jvs_ver1\jvs_ver1\jvs047\nonpara30\wav24kHz16bit\UT-PARAPHRASE-sent266-phrase1.wav,養子の身ですから、親にねだるわけにはいきません。
jvs047,whisper10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs047\whisper10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs047,falset10,UT-PARAPHRASE-sent141-phrase1,..\dataset\jvs_ver1\jvs_ver1\jvs047\falset10\wav24kHz16bit\UT-PARAPHRASE-sent141-phrase1.wav,料理では、通常こして使うが、恐る恐るこす前のカシジェーを口にしてみた。
jvs048,parallel100,VOICEACTRESS100_031,..\dataset\jvs_ver1\jvs_ver1\jvs048\parallel100\wav24kHz16bit\VOICEACTRESS100_031.wav,後者の代表が、ウェッジウッドの、ジャスパーウェアである。
jvs048,nonpara30,BASIC5000_0169,..\dataset\jvs_ver1\jvs_ver1\jvs048\nonpara30\wav24kHz16bit\BASIC5000_0169.wav,バイキングのほうが、コロンブスより先に、アメリカを発見したと言われている。
jvs048,whisper10,TRAVEL1000_0109,..\dataset\jvs_ver1\jvs_ver1\jvs048\whisper10\wav24kHz16bit\TRAVEL1000_0109.wav,タクシーで行った方がよいでしょう。
jvs048,falset10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs048\falset10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs049,parallel100,VOICEACTRESS100_011,..\dataset\jvs_ver1\jvs_ver1\jvs049\parallel100\wav24kHz16bit\VOICEACTRESS100_011.wav,軽妙洒脱なナレーションから、情緒感溢れる語りまで、幅広い表現力を持つ。
jvs049,nonpara30,BASIC5000_0877,..\dataset\jvs_ver1\jvs_ver1\jvs049\nonpara30\wav24kHz16bit\BASIC5000_0877.wav,亜由美ちゃんの足が、河風の煽りを受けていた。
jvs049,whisper10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs049\whisper10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs049,falset10,BASIC5000_1073,..\dataset\jvs_ver1\jvs_ver1\jvs049\falset10\wav24kHz16bit\BASIC5000_1073.wav,もー、弥生のナビが判りにくいから、同じトコ、ぐるぐる回ったじゃない。
jvs050,parallel100,VOICEACTRESS100_098,..\dataset\jvs_ver1\jvs_ver1\jvs050\parallel100\wav24kHz16bit\VOICEACTRESS100_098.wav,乾ドックに入渠して、オーバーホールすべきかどうか、パフォーマンスがチェックされた。
jvs050,nonpara30,LOANWORD128_113,..\dataset\jvs_ver1\jvs_ver1\jvs050\nonpara30\wav24kHz16bit\LOANWORD128_113.wav,ヘンリク・ヴィェニャフスキの楽譜。
jvs050,whisper10,ONOMATOPEE300_102,..\dataset\jvs_ver1\jvs_ver1\jvs050\whisper10\wav24kHz16bit\ONOMATOPEE300_102.wav,タッチパネルの前でまごまごしていたおばあちゃんが、後ろの若者から早くしろと怒鳴られた。
jvs050,falset10,BASIC5000_2999,..\dataset\jvs_ver1\jvs_ver1\jvs050\falset10\wav24kHz16bit\BASIC5000_2999.wav,そこで船頭によって唄われる、最上川舟唄は、江戸時代から歌い継がれる作業唄をアレンジしたものであり、情緒と、郷愁をそそるものである。
jvs051,parallel100,VOICEACTRESS100_085,..\dataset\jvs_ver1\jvs_ver1\jvs051\parallel100\wav24kHz16bit\VOICEACTRESS100_085.wav,遺灰のほとんどは、スウェーデン西海岸の、ブーヒュースレーン地方の小島にある漁村、フヤルバッカ周辺の海に、散骨された。
jvs051,nonpara30,BASIC5000_2967,..\dataset\jvs_ver1\jvs_ver1\jvs051\nonpara30\wav24kHz16bit\BASIC5000_2967.wav,団結すれば、どんなことでもできる。
jvs051,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs051\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs051,falset10,LOANWORD128_015,..\dataset\jvs_ver1\jvs_ver1\jvs051\falset10\wav24kHz16bit\LOANWORD128_015.wav,大学の授業に出るのが面倒になったので、授業をサボった。
jvs052,parallel100,VOICEACTRESS100_034,..\dataset\jvs_ver1\jvs_ver1\jvs052\parallel100\wav24kHz16bit\VOICEACTRESS100_034.wav,長母音を省略して、エリュシオンとも表記される。
jvs052,nonpara30,BASIC5000_2810,..\dataset\jvs_ver1\jvs_ver1\jvs052\nonpara30\wav24kHz16bit\BASIC5000_2810.wav,廊下は滑りやすいので、足元に気を付けなさい。
jvs052,whisper10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs052\whisper10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs052,falset10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs052\falset10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs053,parallel100,VOICEACTRESS100_028,..\dataset\jvs_ver1\jvs_ver1\jvs053\parallel100\wav24kHz16bit\VOICEACTRESS100_028.wav,このとき、ペリメーデーは、アムピクトリュオーンに同行して、テーバイに来ていた、リキュムニオスに、妻としてあたえられた。
jvs053,nonpara30,UT-PARAPHRASE-sent103-phrase1,..\dataset\jvs_ver1\jvs_ver1\jvs053\nonpara30\wav24kHz16bit\UT-PARAPHRASE-sent103-phrase1.wav,彼は、原作を読んで、古臭いとは思わなかった。
jvs053,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs053\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs053,falset10,BASIC5000_2254,..\dataset\jvs_ver1\jvs_ver1\jvs053\falset10\wav24kHz16bit\BASIC5000_2254.wav,２５歳までに、彼女は五つの異なる国で暮らしてきた。
jvs054,parallel100,VOICEACTRESS100_092,..\dataset\jvs_ver1\jvs_ver1\jvs054\parallel100\wav24kHz16bit\VOICEACTRESS100_092.wav,紫外線は、表面エネルギーの、小さいポリマーを接着する際の、前処理に利用される。
jvs054,nonpara30,BASIC5000_1620,..\dataset\jvs_ver1\jvs_ver1\jvs054\nonpara30\wav24kHz16bit\BASIC5000_1620.wav,日時を決めて、一緒にランチを食べよう。
jvs054,whisper10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs054\whisper10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs054,falset10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs054\falset10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs055,parallel100,VOICEACTRESS100_057,..\dataset\jvs_ver1\jvs_ver1\jvs055\parallel100\wav24kHz16bit\VOICEACTRESS100_057.wav,このジェシー役でステイモスは、エミー賞にノミネートされたこともある。
jvs055,nonpara30,TRAVEL1000_0904,..\dataset\jvs_ver1\jvs_ver1\jvs055\nonpara30\wav24kHz16bit\TRAVEL1000_0904.wav,このパンフレットに書かれている所をすべて見物します。
jvs055,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs055\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs055,falset10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs055\falset10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs056,parallel100,VOICEACTRESS100_016,..\dataset\jvs_ver1\jvs_ver1\jvs056\parallel100\wav24kHz16bit\VOICEACTRESS100_016.wav,この、ニューサウスウェールズ代表チームが、ワラビーズの中核となって行く。
jvs056,nonpara30,BASIC5000_1281,..\dataset\jvs_ver1\jvs_ver1\jvs056\nonpara30\wav24kHz16bit\BASIC5000_1281.wav,数冊の案内書を買ったが、どれも私の助けにはならなかった。
jvs056,whisper10,TRAVEL1000_0239,..\dataset\jvs_ver1\jvs_ver1\jvs056\whisper10\wav24kHz16bit\TRAVEL1000_0239.wav,挨拶は、会話をスムーズに始めたり、終えたりするための決まり文句です。
jvs056,falset10,BASIC5000_0979,..\dataset\jvs_ver1\jvs_ver1\jvs056\falset10\wav24kHz16bit\BASIC5000_0979.wav,お願いだから、誰にもそのことは言わないで。
jvs057,parallel100,VOICEACTRESS100_044,..\dataset\jvs_ver1\jvs_ver1\jvs057\parallel100\wav24kHz16bit\VOICEACTRESS100_044.wav,クウェーンバーンチャーンは、小さなコミュニティーで、農業や、商業を中心に、成り立っていたと、考えられている。
jvs057,nonpara30,BASIC5000_0560,..\dataset\jvs_ver1\jvs_ver1\jvs057\nonpara30\wav24kHz16bit\BASIC5000_0560.wav,今時、年功序列だなんて言っても、若い奴の反発を食うだけですよ。
jvs057,whisper10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs057\whisper10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs057,falset10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs057\falset10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs058,parallel100,VOICEACTRESS100_030,..\dataset\jvs_ver1\jvs_ver1\jvs058\parallel100\wav24kHz16bit\VOICEACTRESS100_030.wav,防氷ブーツは、表面に張られた、ゴム製の薄い膜でできている。
jvs058,nonpara30,ONOMATOPEE300_083,..\dataset\jvs_ver1\jvs_ver1\jvs058\nonpara30\wav24kHz16bit\ONOMATOPEE300_083.wav,授業中だったが、先生の授業がつまらなかったので、生徒は話ばかりで教室はがやがやしていた。
jvs058,whisper10,BASIC5000_2897,..\dataset\jvs_ver1\jvs_ver1\jvs058\whisper10\wav24kHz16bit\BASIC5000_2897.wav,劇場に向かう途中で、ガス欠になった。
jvs058,falset10,BASIC5000_1085,..\dataset\jvs_ver1\jvs_ver1\jvs058\falset10\wav24kHz16bit\BASIC5000_1085.wav,本人は唯我独尊を決め込んでいるようだけども、周りから見れば、単なるわがままだよね。
jvs059,parallel100,VOICEACTRESS100_010,..\dataset\jvs_ver1\jvs_ver1\jvs059\parallel100\wav24kHz16bit\VOICEACTRESS100_010.wav,スマートフォンから、フィーチャーフォンまで、マルチデバイスに対応。
jvs059,nonpara30,TRAVEL1000_0313,..\dataset\jvs_ver1\jvs_ver1\jvs059\nonpara30\wav24kHz16bit\TRAVEL1000_0313.wav,エイアンドシーウエスト・オペーレーターです。
jvs059,whisper10,BASIC5000_0824,..\dataset\jvs_ver1\jvs_ver1\jvs059\whisper10\wav24kHz16bit\BASIC5000_0824.wav,座ってみると、その椅子が心地よいのがわかった。
jvs059,falset10,UT-PARAPHRASE-sent147-phrase2,..\dataset\jvs_ver1\jvs_ver1\jvs059\falset10\wav24kHz16bit\UT-PARAPHRASE-sent147-phrase2.wav,彼は、その線や色彩のひとつひとつを通して、対象の本質と一挙に合体する。
jvs060,parallel100,VOICEACTRESS100_009,..\dataset\jvs_ver1\jvs_ver1\jvs060\parallel100\wav24kHz16bit\VOICEACTRESS100_009.wav,また禰寝氏は、中山王の治める、琉球王国との交易にも参加した。
jvs060,nonpara30,UT-PARAPHRASE-sent137-phrase1,..\dataset\jvs_ver1\jvs_ver1\jvs060\nonpara30\wav24kHz16bit\UT-PARAPHRASE-sent137-phrase1.wav,本当に停まるかどうか、恐る恐る使ってみたが、実際にピタリと停止した。
jvs060,whisper10,BASIC5000_0117,..\dataset\jvs_ver1\jvs_ver1\jvs060\whisper10\wav24kHz16bit\BASIC5000_0117.wav,趣味は、日常生活の苦労を忘れさせてくれる。
jvs060,falset10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs060\falset10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs061,parallel100,VOICEACTRESS100_010,..\dataset\jvs_ver1\jvs_ver1\jvs061\parallel100\wav24kHz16bit\VOICEACTRESS100_010.wav,スマートフォンから、フィーチャーフォンまで、マルチデバイスに対応。
jvs061,nonpara30,BASIC5000_2253,..\dataset\jvs_ver1\jvs_ver1\jvs061\nonpara30\wav24kHz16bit\BASIC5000_2253.wav,ラーク先生がピアノを弾き、子供達が歌いました。
jvs061,whisper10,ONOMATOPEE300_107,..\dataset\jvs_ver1\jvs_ver1\jvs061\whisper10\wav24kHz16bit\ONOMATOPEE300_107.wav,居酒屋でドンチャン騒ぎすぎて、周りの客から注意を受けた。
jvs061,falset10,TRAVEL1000_0674,..\dataset\jvs_ver1\jvs_ver1\jvs061\falset10\wav24kHz16bit\TRAVEL1000_0674.wav,お招きいただきまして、ありがとうございます。
jvs062,parallel100,VOICEACTRESS100_086,..\dataset\jvs_ver1\jvs_ver1\jvs062\parallel100\wav24kHz16bit\VOICEACTRESS100_086.wav,国境を越えて、列車は、改良された在来線に沿って、アーヘン中央駅に向かう。
jvs062,nonpara30,BASIC5000_2768,..\dataset\jvs_ver1\jvs_ver1\jvs062\nonpara30\wav24kHz16bit\BASIC5000_2768.wav,ワタシは背が低いので、棚の上まで見られないので、ほぼ、手探りで拭くわけです。
